creation_time,insertday,inserthour,tablename,source,count_split,count_filter,count_parsed,count_errors,count_rows,count_df_initial,count_df_enriched,count_df_distinct,year,month,day,hour
2024-09-14 14:17:36.235,20240914,13,ODI_RECHARGE,/pps/recharge_89,4626,4626,4626,0,4626,4626,4626,4625,2024,9,14,13
2024-09-14 14:17:08.195,20240914,13,ODI_RECHARGE,/pps/recharge_82,616,616,616,0,616,616,616,616,2024,9,14,13
2024-09-14 14:24:06.573,20240914,13,ODI_RECHARGE,/pps/recharge_84,970,970,970,0,970,970,970,970,2024,9,14,13
2024-09-14 14:17:56.056,20240914,13,ODI_RECHARGE,/pps/recharge_85,2938,2938,2938,0,2938,2938,2938,2938,2024,9,14,13
2024-09-14 14:17:11.472,20240914,13,ODI_RECHARGE,/pps/recharge_811,16,16,16,0,16,16,16,16,2024,9,14,13
2024-09-14 14:18:13.43,20240914,13,ODI_RECHARGE,/pps/recharge_86,876,876,876,0,876,876,876,876,2024,9,14,13
2024-09-14 14:17:25.348,20240914,13,ODI_RECHARGE,/pps/recharge_810,5,5,5,0,5,5,5,5,2024,9,14,13
2024-09-14 14:44:32.095,20240914,13,ODI_POSTPAID_VOICE,/bscs/postpaid_voice,930305,0,930305,0,930305,930305,930305,930305,2024,9,14,13
2024-09-14 14:11:33.323,20240914,13,ODI_PREPAID_VOICE,/pps/voice,1117877,1117877,1117877,0,1117877,1117877,1117877,1117873,2024,9,14,13
2024-09-14 14:11:13.103,20240914,13,ODI_ROAMING_IN,/elink/roaming_in,39399,39384,39384,0,39384,39384,39378,36286,2024,9,14,13
2024-09-14 14:42:07.106,20240914,13,ODI_ROAMING_OUT,/bscs/roaming_out,2754,0,2754,0,2754,2754,2754,2754,2024,9,14,13
2024-09-14 14:42:28.454,20240914,13,ODI_SMS_OUT,/bscs/sms_out,39730,0,39730,0,39730,39730,39730,28898,2024,9,14,13
2024-09-14 14:20:10.207,20240914,13,ODI_INTERCO,/ict/interco,1631191,0,1452744,0,1452744,1452744,1452744,1452273,2024,9,14,13
2024-09-14 15:24:46.478,20240914,13,CEM_NEWCUST,/otarie/NewCust,455730553,0,455626657,0,455626657,455626657,455626657,455626657,2024,9,14,13
2024-09-14 14:24:33.515,20240914,13,ODI_RECHARGE,/pps/recharge_83,15230,15230,15230,0,15230,15230,15230,15230,2024,9,14,13
2024-09-14 14:45:51.853,20240914,13,ODI_DATA,/bscs/postpaid_data,1563329,0,1563329,0,1563329,1563329,1563329,1563329,2024,9,14,13
2024-09-14 14:17:32.021,20240914,13,ODI_RECHARGE,/pps/recharge_81,29447,29447,29447,0,29447,29447,29447,29447,2024,9,14,13
2024-09-14 15:45:34.772,20240914,14,ODI_DATA,/bscs/postpaid_data,1537730,0,1537730,0,1537730,1537730,1537730,1537730,2024,9,14,14
2024-09-14 15:17:14.487,20240914,14,ODI_RECHARGE,/pps/recharge_82,624,624,624,0,624,624,624,624,2024,9,14,14
2024-09-14 15:17:23.361,20240914,14,ODI_RECHARGE,/pps/recharge_810,2,2,2,0,2,2,2,2,2024,9,14,14
2024-09-14 15:18:14.753,20240914,14,ODI_RECHARGE,/pps/recharge_86,860,860,860,0,860,860,860,860,2024,9,14,14
2024-09-14 15:58:00.609,20240914,14,CEM_NEWCUST,/otarie/NewCust,81219538,0,81200298,0,81200298,81200298,81200298,81200298,2024,9,14,14
2024-09-14 15:17:43.053,20240914,14,ODI_RECHARGE,/pps/recharge_89,3667,3667,3667,0,3667,3667,3667,3667,2024,9,14,14
2024-09-14 15:11:23.916,20240914,14,ODI_SMS_OUT,/pps/sms,12971,12971,12971,0,12971,12971,12979,12588,2024,9,14,14
2024-09-14 15:11:02.498,20240914,14,ODI_ROAMING_IN,/elink/roaming_in,38268,38257,38257,0,38257,38257,38253,35018,2024,9,14,14
2024-09-14 15:17:25.493,20240914,14,ODI_RECHARGE,/pps/recharge_81,28586,28586,28586,0,28586,28586,28586,28586,2024,9,14,14
2024-09-14 15:20:21.497,20240914,14,ODI_RECHARGE,/pps/recharge_84,814,814,814,0,814,814,814,814,2024,9,14,14
2024-09-14 15:21:30.021,20240914,14,ODI_INTERCO,/ict/interco,3265317,0,2993056,0,2993056,2993056,2993056,2991963,2024,9,14,14
2024-09-14 15:17:19.735,20240914,14,ODI_RECHARGE,/pps/recharge_811,16,16,16,0,16,16,16,16,2024,9,14,14
2024-09-14 15:42:15.269,20240914,14,ODI_ROAMING_OUT,/bscs/roaming_out,2510,0,2510,0,2510,2510,2510,2510,2024,9,14,14
2024-09-14 15:42:40.791,20240914,14,ODI_SMS_OUT,/bscs/sms_out,39422,0,39422,0,39422,39422,39422,29156,2024,9,14,14
2024-09-14 15:17:26.567,20240914,14,ODI_RECHARGE,/pps/recharge_87,10,10,10,0,10,10,10,10,2024,9,14,14
2024-09-14 15:17:53.522,20240914,14,ODI_RECHARGE,/pps/recharge_85,2778,2778,2778,0,2778,2778,2778,2778,2024,9,14,14
2024-09-14 15:12:00.854,20240914,14,ODI_DATA,/pps/data,2458834,2458834,2458834,0,2458834,2458834,2377174,2377174,2024,9,14,14
2024-09-14 15:44:01.535,20240914,14,ODI_POSTPAID_VOICE,/bscs/postpaid_voice,806842,0,806842,0,806842,806842,806842,806842,2024,9,14,14
2024-09-14 15:11:35.387,20240914,14,ODI_PREPAID_VOICE,/pps/voice,1056630,1056630,1056630,0,1056630,1056630,1056630,1056624,2024,9,14,14
2024-09-14 15:20:33.988,20240914,14,ODI_RECHARGE,/pps/recharge_83,11949,11949,11949,0,11949,11949,11949,11949,2024,9,14,14
2024-09-14 16:17:23.643,20240914,15,ODI_RECHARGE,/pps/recharge_81,25025,25025,25025,0,25025,25025,25025,25025,2024,9,14,15
2024-09-14 16:11:42.745,20240914,15,ODI_PREPAID_VOICE,/pps/voice,941210,941210,941210,0,941210,941210,941210,941196,2024,9,14,15
2024-09-14 16:11:01.013,20240914,15,ODI_ROAMING_IN,/elink/roaming_in,33250,33243,33243,0,33243,33243,33237,30337,2024,9,14,15
2024-09-14 16:17:31.651,20240914,15,ODI_RECHARGE,/pps/recharge_89,3306,3306,3306,0,3306,3306,3306,3306,2024,9,14,15
2024-09-14 16:17:55.2,20240914,15,ODI_RECHARGE,/pps/recharge_85,2832,2832,2832,0,2832,2832,2832,2832,2024,9,14,15
2024-09-14 16:46:34.806,20240914,15,ODI_DATA,/bscs/postpaid_data,1452381,0,1452381,0,1452381,1452381,1452381,1452381,2024,9,14,15
2024-09-14 16:41:55.971,20240914,15,ODI_ROAMING_OUT,/bscs/roaming_out,2349,0,2349,0,2349,2349,2349,2349,2024,9,14,15
2024-09-14 16:11:56.389,20240914,15,ODI_DATA,/pps/data,2426152,2426152,2426152,0,2426152,2426152,2343795,2343795,2024,9,14,15
2024-09-14 16:20:13.759,20240914,15,ODI_INTERCO,/ict/interco,1631955,0,1480658,0,1480658,1480658,1480658,1480136,2024,9,14,15
2024-09-14 16:19:23.997,20240914,15,ODI_RECHARGE,/pps/recharge_84,609,609,609,0,609,609,609,609,2024,9,14,15
2024-09-14 16:17:08.842,20240914,15,ODI_RECHARGE,/pps/recharge_82,598,598,598,0,598,598,598,598,2024,9,14,15
2024-09-14 16:20:02.193,20240914,15,ODI_RECHARGE,/pps/recharge_83,10153,10153,10153,0,10153,10153,10153,10153,2024,9,14,15
2024-09-14 16:42:35.898,20240914,15,ODI_SMS_OUT,/bscs/sms_out,42503,0,42503,0,42503,42503,42503,31228,2024,9,14,15
2024-09-14 16:17:19.033,20240914,15,ODI_RECHARGE,/pps/recharge_811,18,18,18,0,18,18,18,18,2024,9,14,15
2024-09-14 16:17:55.291,20240914,15,ODI_RECHARGE,/pps/recharge_86,821,821,821,0,821,821,821,821,2024,9,14,15
2024-09-14 16:17:21.836,20240914,15,ODI_RECHARGE,/pps/recharge_87,8,8,8,0,8,8,8,8,2024,9,14,15
2024-09-14 16:43:30.83,20240914,15,ODI_POSTPAID_VOICE,/bscs/postpaid_voice,703743,0,703743,0,703743,703743,703743,703743,2024,9,14,15
2024-09-14 17:17:24.099,20240914,16,ODI_RECHARGE,/pps/recharge_89,3495,3495,3495,0,3495,3495,3495,3495,2024,9,14,16
2024-09-14 17:20:12.085,20240914,16,ODI_RECHARGE,/pps/recharge_84,641,641,641,0,641,641,641,641,2024,9,14,16
2024-09-14 17:17:29.633,20240914,16,ODI_RECHARGE,/pps/recharge_87,14,14,14,0,14,14,14,14,2024,9,14,16
2024-09-14 17:18:00.624,20240914,16,ODI_RECHARGE,/pps/recharge_85,2594,2594,2594,0,2594,2594,2594,2594,2024,9,14,16
2024-09-14 17:18:03.588,20240914,16,ODI_RECHARGE,/pps/recharge_86,750,750,750,0,750,750,750,750,2024,9,14,16
2024-09-14 18:06:28.731,20240914,16,CEM_NEWCUST,/otarie/NewCust,198968733,0,198938911,0,198938911,198938911,198938911,198938911,2024,9,14,16
2024-09-14 17:11:02.703,20240914,16,ODI_ROAMING_IN,/elink/roaming_in,31161,31158,31158,0,31158,31158,31152,28454,2024,9,14,16
2024-09-14 17:41:56.991,20240914,16,ODI_ROAMING_OUT,/bscs/roaming_out,2274,0,2274,0,2274,2274,2274,2274,2024,9,14,16
2024-09-14 17:11:12.352,20240914,16,ODI_SMS_OUT,/pps/sms,12457,12457,12457,0,12457,12457,12474,12028,2024,9,14,16
2024-09-14 17:17:09.065,20240914,16,ODI_RECHARGE,/pps/recharge_811,14,14,14,0,14,14,14,14,2024,9,14,16
2024-09-14 17:20:26.48,20240914,16,ODI_RECHARGE,/pps/recharge_83,10139,10139,10139,0,10139,10139,10139,10139,2024,9,14,16
2024-09-14 17:42:26.902,20240914,16,ODI_SMS_OUT,/bscs/sms_out,36396,0,36396,0,36396,36396,36396,26571,2024,9,14,16
2024-09-14 17:11:56.841,20240914,16,ODI_DATA,/pps/data,2327290,2327290,2327290,0,2327290,2327290,2248662,2248662,2024,9,14,16
2024-09-14 17:17:12.882,20240914,16,ODI_RECHARGE,/pps/recharge_82,532,532,532,0,532,532,532,532,2024,9,14,16
2024-09-14 17:17:28.449,20240914,16,ODI_RECHARGE,/pps/recharge_810,1,1,1,0,1,1,1,1,2024,9,14,16
2024-09-14 17:17:28.726,20240914,16,ODI_RECHARGE,/pps/recharge_81,23804,23804,23804,0,23804,23804,23804,23804,2024,9,14,16
2024-09-14 17:43:45.892,20240914,16,ODI_POSTPAID_VOICE,/bscs/postpaid_voice,684966,0,684966,0,684966,684966,684966,684966,2024,9,14,16
2024-09-14 17:24:23.146,20240914,16,ODI_INTERCO,/ict/interco,1631628,0,1465113,0,1465113,1465113,1465113,1464517,2024,9,14,16
2024-09-14 17:11:33.648,20240914,16,ODI_PREPAID_VOICE,/pps/voice,908025,908025,908025,0,908025,908025,908025,908004,2024,9,14,16
2024-09-14 17:46:07.011,20240914,16,ODI_DATA,/bscs/postpaid_data,1421086,0,1421086,0,1421086,1421086,1421086,1421085,2024,9,14,16
2024-09-14 18:17:50.269,20240914,17,ODI_RECHARGE,/pps/recharge_86,805,805,805,0,805,805,805,805,2024,9,14,17
2024-09-14 18:20:33.545,20240914,17,ODI_INTERCO,/ict/interco,2446941,0,2203495,0,2203495,2203495,2203495,2202539,2024,9,14,17
2024-09-14 18:46:24.519,20240914,17,ODI_DATA,/bscs/postpaid_data,1486716,0,1486716,0,1486716,1486716,1486716,1486716,2024,9,14,17
2024-09-14 18:44:28.367,20240914,17,ODI_POSTPAID_VOICE,/bscs/postpaid_voice,849451,0,849451,0,849451,849451,849451,849451,2024,9,14,17
2024-09-14 18:11:16.955,20240914,17,ODI_SMS_OUT,/pps/sms,12468,12468,12468,0,12468,12468,12471,12144,2024,9,14,17
2024-09-14 18:11:52.992,20240914,17,ODI_DATA,/pps/data,2296557,2296557,2296557,0,2296557,2296557,2222158,2222158,2024,9,14,17
2024-09-14 18:17:28.356,20240914,17,ODI_RECHARGE,/pps/recharge_89,4100,4100,4100,0,4100,4100,4100,4100,2024,9,14,17
2024-09-14 18:20:13.425,20240914,17,ODI_RECHARGE,/pps/recharge_84,769,769,769,0,769,769,769,769,2024,9,14,17
2024-09-14 18:11:01.962,20240914,17,ODI_ROAMING_IN,/elink/roaming_in,32563,32560,32560,0,32560,32560,32554,29480,2024,9,14,17
2024-09-14 18:41:55.497,20240914,17,ODI_ROAMING_OUT,/bscs/roaming_out,2686,0,2686,0,2686,2686,2686,2686,2024,9,14,17
2024-09-14 18:42:30.015,20240914,17,ODI_SMS_OUT,/bscs/sms_out,36429,0,36429,0,36429,36429,36429,27086,2024,9,14,17
2024-09-14 18:17:20.677,20240914,17,ODI_RECHARGE,/pps/recharge_81,27593,27593,27593,0,27593,27593,27593,27593,2024,9,14,17
2024-09-14 18:52:34.69,20240914,17,CEM_NEWCUST,/otarie/NewCust,6465844,0,6464882,0,6464882,6464882,6464882,6464882,2024,9,14,17
2024-09-14 18:20:06.687,20240914,17,ODI_RECHARGE,/pps/recharge_83,12629,12629,12629,0,12629,12629,12629,12629,2024,9,14,17
2024-09-14 18:17:21.67,20240914,17,ODI_RECHARGE,/pps/recharge_82,599,599,599,0,599,599,599,599,2024,9,14,17
2024-09-14 18:11:58.873,20240914,17,ODI_PREPAID_VOICE,/pps/voice,1048183,1048183,1048183,0,1048183,1048183,1048183,1048161,2024,9,14,17
2024-09-14 18:17:14.937,20240914,17,ODI_RECHARGE,/pps/recharge_811,16,16,16,0,16,16,16,16,2024,9,14,17
2024-09-14 18:17:52.854,20240914,17,ODI_RECHARGE,/pps/recharge_85,2605,2605,2605,0,2605,2605,2605,2604,2024,9,14,17
2024-09-14 19:11:04.524,20240914,18,ODI_ROAMING_IN,/elink/roaming_in,34127,34120,34120,0,34120,34120,34114,30422,2024,9,14,18
2024-09-14 19:17:19.871,20240914,18,ODI_RECHARGE,/pps/recharge_810,1,1,1,0,1,1,1,1,2024,9,14,18
2024-09-14 19:11:21.455,20240914,18,ODI_SMS_OUT,/pps/sms,15836,15836,15836,0,15836,15836,15847,14617,2024,9,14,18
2024-09-14 19:17:30.587,20240914,18,ODI_RECHARGE,/pps/recharge_89,5381,5381,5381,0,5381,5381,5381,5378,2024,9,14,18
2024-09-14 19:19:23.74,20240914,18,ODI_RECHARGE,/pps/recharge_84,1082,1082,1082,0,1082,1082,1082,1082,2024,9,14,18
2024-09-14 19:44:30.163,20240914,18,ODI_POSTPAID_VOICE,/bscs/postpaid_voice,909991,0,909991,0,909991,909991,909991,909991,2024,9,14,18
2024-09-14 19:17:11.469,20240914,18,ODI_RECHARGE,/pps/recharge_82,673,673,673,0,673,673,673,673,2024,9,14,18
2024-09-14 19:17:32.179,20240914,18,ODI_RECHARGE,/pps/recharge_81,33933,33933,33933,0,33933,33933,33933,33933,2024,9,14,18
2024-09-14 19:41:55.763,20240914,18,ODI_ROAMING_OUT,/bscs/roaming_out,2733,0,2733,0,2733,2733,2733,2733,2024,9,14,18
2024-09-14 19:42:36.589,20240914,18,ODI_SMS_OUT,/bscs/sms_out,35759,0,35759,0,35759,35759,35759,26043,2024,9,14,18
2024-09-14 19:11:53.213,20240914,18,ODI_PREPAID_VOICE,/pps/voice,1258626,1258626,1258626,0,1258626,1258626,1258626,1258619,2024,9,14,18
2024-09-14 19:18:17.145,20240914,18,ODI_RECHARGE,/pps/recharge_87,10,10,10,0,10,10,10,10,2024,9,14,18
2024-09-14 19:11:56.727,20240914,18,ODI_DATA,/pps/data,2408558,2408558,2408558,0,2408558,2408558,2331060,2331060,2024,9,14,18
2024-09-14 19:20:15.255,20240914,18,ODI_INTERCO,/ict/interco,1631682,0,1485203,0,1485203,1485203,1485203,1484649,2024,9,14,18
2024-09-14 19:17:49.904,20240914,18,ODI_RECHARGE,/pps/recharge_85,3064,3064,3064,0,3064,3064,3064,3063,2024,9,14,18
2024-09-14 19:18:12.264,20240914,18,ODI_RECHARGE,/pps/recharge_86,843,843,843,0,843,843,843,843,2024,9,14,18
2024-09-14 19:20:01.668,20240914,18,ODI_RECHARGE,/pps/recharge_83,18268,18268,18268,0,18268,18268,18268,18268,2024,9,14,18
2024-09-14 19:45:53.704,20240914,18,ODI_DATA,/bscs/postpaid_data,1530178,0,1530178,0,1530178,1530178,1530178,1530178,2024,9,14,18
2024-09-14 19:17:16.486,20240914,18,ODI_RECHARGE,/pps/recharge_811,17,17,17,0,17,17,17,17,2024,9,14,18
2024-09-14 20:17:23.521,20240914,19,ODI_RECHARGE,/pps/recharge_87,6,6,6,0,6,6,6,6,2024,9,14,19
2024-09-14 20:11:03.043,20240914,19,ODI_ROAMING_IN,/elink/roaming_in,29472,29471,29471,0,29471,29471,29467,26681,2024,9,14,19
2024-09-14 20:42:30.067,20240914,19,ODI_SMS_OUT,/bscs/sms_out,35171,0,35171,0,35171,35171,35171,25916,2024,9,14,19
2024-09-14 20:17:23.127,20240914,19,ODI_RECHARGE,/pps/recharge_81,37803,37803,37803,0,37803,37803,37803,37803,2024,9,14,19
2024-09-14 21:05:35.051,20240914,19,CEM_NEWCUST,/otarie/NewCust,202954451,0,202923667,0,202923667,202923667,202923667,202923667,2024,9,14,19
2024-09-14 20:45:48.775,20240914,19,ODI_DATA,/bscs/postpaid_data,1594578,0,1594578,0,1594578,1594578,1594578,1594576,2024,9,14,19
2024-09-14 20:11:22.241,20240914,19,ODI_SMS_OUT,/pps/sms,16467,16467,16467,0,16467,16467,16470,15369,2024,9,14,19
2024-09-14 20:18:07.449,20240914,19,ODI_RECHARGE,/pps/recharge_86,876,876,876,0,876,876,876,876,2024,9,14,19
2024-09-14 20:42:03.057,20240914,19,ODI_ROAMING_OUT,/bscs/roaming_out,2768,0,2768,0,2768,2768,2768,2768,2024,9,14,19
2024-09-14 20:17:14.469,20240914,19,ODI_RECHARGE,/pps/recharge_82,728,728,728,0,728,728,728,728,2024,9,14,19
2024-09-14 20:17:39.094,20240914,19,ODI_RECHARGE,/pps/recharge_85,3023,3023,3023,0,3023,3023,3023,3023,2024,9,14,19
2024-09-14 20:20:16.87,20240914,19,ODI_RECHARGE,/pps/recharge_83,20374,20374,20374,0,20374,20374,20374,20374,2024,9,14,19
2024-09-14 20:20:12.914,20240914,19,ODI_RECHARGE,/pps/recharge_84,1203,1203,1203,0,1203,1203,1203,1203,2024,9,14,19
2024-09-14 20:17:30.465,20240914,19,ODI_RECHARGE,/pps/recharge_89,5354,5354,5354,0,5354,5354,5354,5354,2024,9,14,19
2024-09-14 20:11:55.794,20240914,19,ODI_DATA,/pps/data,2496044,2496044,2496044,0,2496044,2496044,2414511,2414511,2024,9,14,19
2024-09-14 20:11:38.581,20240914,19,ODI_PREPAID_VOICE,/pps/voice,1344926,1344926,1344926,0,1344926,1344926,1344926,1344916,2024,9,14,19
2024-09-14 20:44:48.01,20240914,19,ODI_POSTPAID_VOICE,/bscs/postpaid_voice,935428,0,935428,0,935428,935428,935428,935428,2024,9,14,19
2024-09-14 20:17:21.605,20240914,19,ODI_RECHARGE,/pps/recharge_810,1,1,1,0,1,1,1,1,2024,9,14,19
2024-09-14 20:17:14.465,20240914,19,ODI_RECHARGE,/pps/recharge_811,24,24,24,0,24,24,24,24,2024,9,14,19
2024-09-14 20:20:10.199,20240914,19,ODI_INTERCO,/ict/interco,1633571,0,1465444,0,1465444,1465444,1465444,1464652,2024,9,14,19
2024-09-14 03:11:50.229,20240914,02,ODI_DATA,/pps/data,1159369,1159369,1159369,0,1159369,1159369,1125850,1125850,2024,9,14,2
2024-09-14 03:42:00.469,20240914,02,ODI_ROAMING_OUT,/bscs/roaming_out,92,0,92,0,92,92,92,92,2024,9,14,2
2024-09-14 03:10:57.806,20240914,02,ODI_SMS_OUT,/pps/sms,5495,5495,5495,0,5495,5495,5497,5309,2024,9,14,2
2024-09-14 03:44:04.881,20240914,02,ODI_DATA,/bscs/postpaid_data,606384,0,606384,0,606384,606384,606384,606384,2024,9,14,2
2024-09-14 03:42:18.864,20240914,02,ODI_POSTPAID_VOICE,/bscs/postpaid_voice,37837,0,37837,0,37837,37837,37837,37837,2024,9,14,2
2024-09-14 03:11:35.442,20240914,02,ODI_ROAMING_IN,/elink/roaming_in,8282,8282,8282,0,8282,8282,8276,7699,2024,9,14,2
2024-09-14 03:11:22.364,20240914,02,ODI_PREPAID_VOICE,/pps/voice,116295,116295,116295,0,116295,116295,116295,116293,2024,9,14,2
2024-09-14 03:17:21.995,20240914,02,ODI_RECHARGE,/pps/recharge_81,5105,5105,5105,0,5105,5105,5105,5105,2024,9,14,2
2024-09-14 03:42:12.075,20240914,02,ODI_SMS_OUT,/bscs/sms_out,7059,0,7059,0,7059,7059,7059,5503,2024,9,14,2
2024-09-14 03:17:54.049,20240914,02,ODI_RECHARGE,/pps/recharge_85,583,583,583,0,583,583,583,583,2024,9,14,2
2024-09-14 03:19:23.362,20240914,02,ODI_RECHARGE,/pps/recharge_84,47,47,47,0,47,47,47,47,2024,9,14,2
2024-09-14 03:17:12.657,20240914,02,ODI_RECHARGE,/pps/recharge_811,14,14,14,0,14,14,14,14,2024,9,14,2
2024-09-14 03:17:17.282,20240914,02,ODI_RECHARGE,/pps/recharge_87,2,2,2,0,2,2,2,2,2024,9,14,2
2024-09-14 03:18:13.163,20240914,02,ODI_RECHARGE,/pps/recharge_89,177,177,177,0,177,177,177,177,2024,9,14,2
2024-09-14 03:17:10.614,20240914,02,ODI_RECHARGE,/pps/recharge_82,110,110,110,0,110,110,110,110,2024,9,14,2
2024-09-14 03:17:42.647,20240914,02,ODI_RECHARGE,/pps/recharge_86,198,198,198,0,198,198,198,198,2024,9,14,2
2024-09-14 03:19:51.504,20240914,02,ODI_RECHARGE,/pps/recharge_83,559,559,559,0,559,559,559,559,2024,9,14,2
2024-09-14 21:18:07.9,20240914,20,ODI_RECHARGE,/pps/recharge_86,933,933,933,0,933,933,933,933,2024,9,14,20
2024-09-14 21:42:25.74,20240914,20,ODI_SMS_OUT,/bscs/sms_out,33958,0,33958,0,33958,33958,33958,26121,2024,9,14,20
2024-09-14 21:11:49.069,20240914,20,ODI_PREPAID_VOICE,/pps/voice,1472830,1472830,1472830,0,1472830,1472830,1472830,1472815,2024,9,14,20
2024-09-14 21:17:29.936,20240914,20,ODI_RECHARGE,/pps/recharge_81,46973,46973,46973,0,46973,46973,46973,46973,2024,9,14,20
2024-09-14 21:24:31.916,20240914,20,ODI_RECHARGE,/pps/recharge_83,24042,24042,24042,0,24042,24042,24042,24042,2024,9,14,20
2024-09-14 21:24:00.582,20240914,20,ODI_RECHARGE,/pps/recharge_84,1423,1423,1423,0,1423,1423,1423,1423,2024,9,14,20
2024-09-14 21:44:30.342,20240914,20,ODI_POSTPAID_VOICE,/bscs/postpaid_voice,840519,0,840519,0,840519,840519,840519,840519,2024,9,14,20
2024-09-14 21:10:59.832,20240914,20,ODI_SMS_OUT,/pps/sms,18671,18671,18671,0,18671,18671,18676,17728,2024,9,14,20
2024-09-14 21:42:00.372,20240914,20,ODI_ROAMING_OUT,/bscs/roaming_out,2434,0,2434,0,2434,2434,2434,2434,2024,9,14,20
2024-09-14 21:17:21.832,20240914,20,ODI_RECHARGE,/pps/recharge_810,1,1,1,0,1,1,1,1,2024,9,14,20
2024-09-14 21:17:12.487,20240914,20,ODI_RECHARGE,/pps/recharge_811,22,22,22,0,22,22,22,22,2024,9,14,20
2024-09-14 21:17:53.353,20240914,20,ODI_RECHARGE,/pps/recharge_85,3532,3532,3532,0,3532,3532,3532,3532,2024,9,14,20
2024-09-14 21:17:25.265,20240914,20,ODI_RECHARGE,/pps/recharge_82,917,917,917,0,917,917,917,917,2024,9,14,20
2024-09-14 21:20:11.033,20240914,20,ODI_INTERCO,/ict/interco,1634153,0,1494769,0,1494769,1494769,1494769,1494169,2024,9,14,20
2024-09-14 21:17:39.22,20240914,20,ODI_RECHARGE,/pps/recharge_89,5549,5549,5549,0,5549,5549,5549,5549,2024,9,14,20
2024-09-14 21:45:40.869,20240914,20,ODI_DATA,/bscs/postpaid_data,1594249,0,1594249,0,1594249,1594249,1594249,1594248,2024,9,14,20
2024-09-14 21:17:50.579,20240914,20,ODI_RECHARGE,/pps/recharge_87,4,4,4,0,4,4,4,4,2024,9,14,20
2024-09-14 21:11:56.307,20240914,20,ODI_DATA,/pps/data,2705287,2705287,2705287,0,2705287,2705287,2612870,2612870,2024,9,14,20
2024-09-14 22:17:32.854,20240914,21,ODI_RECHARGE,/pps/recharge_810,1,1,1,0,1,1,1,1,2024,9,14,21
2024-09-14 22:21:04.093,20240914,21,ODI_INTERCO,/ict/interco,3266488,0,2989119,0,2989119,2989119,2989119,2987804,2024,9,14,21
2024-09-14 22:17:51.174,20240914,21,ODI_RECHARGE,/pps/recharge_86,845,845,845,0,845,845,845,845,2024,9,14,21
2024-09-14 22:44:32.64,20240914,21,ODI_SMS_OUT,/bscs/sms_out,32285,0,32285,0,32285,32285,32285,25063,2024,9,14,21
2024-09-14 22:17:14.941,20240914,21,ODI_RECHARGE,/pps/recharge_82,898,898,898,0,898,898,898,898,2024,9,14,21
2024-09-14 22:20:56.005,20240914,21,ODI_RECHARGE,/pps/recharge_83,20660,20660,20660,0,20660,20660,20660,20660,2024,9,14,21
2024-09-14 22:19:41.345,20240914,21,ODI_RECHARGE,/pps/recharge_84,1320,1320,1320,0,1320,1320,1320,1320,2024,9,14,21
2024-09-14 22:17:29.304,20240914,21,ODI_RECHARGE,/pps/recharge_89,4437,4437,4437,0,4437,4437,4437,4437,2024,9,14,21
2024-09-14 22:11:13.432,20240914,21,ODI_SMS_OUT,/pps/sms,18284,18284,18284,0,18284,18284,18292,17862,2024,9,14,21
2024-09-14 22:17:24.296,20240914,21,ODI_RECHARGE,/pps/recharge_81,43983,43983,43983,0,43983,43983,43983,43983,2024,9,14,21
2024-09-14 22:17:18.074,20240914,21,ODI_RECHARGE,/pps/recharge_811,21,21,21,0,21,21,21,21,2024,9,14,21
2024-09-14 22:10:59.351,20240914,21,ODI_ROAMING_IN,/elink/roaming_in,24049,24048,24048,0,24048,24048,24042,21801,2024,9,14,21
2024-09-14 22:42:03.387,20240914,21,ODI_ROAMING_OUT,/bscs/roaming_out,1947,0,1947,0,1947,1947,1947,1947,2024,9,14,21
2024-09-14 22:11:22.665,20240914,21,ODI_PREPAID_VOICE,/pps/voice,1265263,1265263,1265263,0,1265263,1265263,1265263,1265248,2024,9,14,21
2024-09-14 22:18:09.983,20240914,21,ODI_RECHARGE,/pps/recharge_85,3388,3388,3388,0,3388,3388,3388,3388,2024,9,14,21
2024-09-14 22:17:27.887,20240914,21,ODI_RECHARGE,/pps/recharge_87,14,14,14,0,14,14,14,14,2024,9,14,21
2024-09-14 22:11:51.467,20240914,21,ODI_DATA,/pps/data,2796203,2796203,2796203,0,2796203,2796203,2694648,2694648,2024,9,14,21
2024-09-14 22:52:10.058,20240914,21,CEM_NEWCUST,/otarie/NewCust,6656029,0,6655067,0,6655067,6655067,6655067,6655067,2024,9,14,21
2024-09-14 22:45:43.503,20240914,21,ODI_DATA,/bscs/postpaid_data,1539693,0,1539693,0,1539693,1539693,1539693,1539692,2024,9,14,21
2024-09-14 22:43:34.78,20240914,21,ODI_POSTPAID_VOICE,/bscs/postpaid_voice,724330,0,724330,0,724330,724330,724330,724330,2024,9,14,21
2024-09-14 23:12:03.5,20240914,22,ODI_DATA,/pps/data,2868655,2868655,2868655,0,2868655,2868655,2758744,2758744,2024,9,14,22
2024-09-14 23:17:31.298,20240914,22,ODI_RECHARGE,/pps/recharge_87,14,14,14,0,14,14,14,14,2024,9,14,22
2024-09-14 23:17:23.808,20240914,22,ODI_RECHARGE,/pps/recharge_89,3432,3432,3432,0,3432,3432,3432,3432,2024,9,14,22
2024-09-14 23:43:34.037,20240914,22,ODI_POSTPAID_VOICE,/bscs/postpaid_voice,502336,0,502336,0,502336,502336,502336,502336,2024,9,14,22
