insertdate,source,tablename,nb_lines_collected,nb_lines_filtered,nb_lines_enriched,nb_lines_ingested_hive,nb_events_hive
2024-11-05T14:53:53.662558Z,Source_D,Table_4,6963,6596,6330,6274,55
2024-11-05T14:54:53.664392Z,Source_D,Table_4,6931,6519,6297,6263,52
2024-11-05T14:55:53.666582Z,Source_D,Table_4,7054,6575,6205,6294,50
2024-11-05T14:56:53.673928Z,Source_D,Table_4,7063,6558,6348,6177,52
2024-11-05T14:57:53.696777Z,Source_D,Table_4,6947,6590,6259,6290,53
2024-11-05T14:58:53.771691Z,Source_D,Table_4,7100,6587,6265,6122,53
2024-11-05T14:59:53.772994Z,Source_D,Table_4,6945,6491,6201,6228,52
2024-11-05T15:00:53.774800Z,Source_D,Table_4,6919,6513,6286,6245,60
2024-11-05T15:01:53.777134Z,Source_D,Table_4,6931,6441,6225,6129,53
2024-11-05T15:02:53.780809Z,Source_D,Table_4,6906,6411,6304,6169,60
2024-11-05T15:03:53.785679Z,Source_D,Table_4,7025,6578,6385,6225,53
2024-11-05T15:04:53.787788Z,Source_D,Table_4,7090,6561,6389,6140,57
2024-11-05T15:05:53.789317Z,Source_D,Table_4,6953,6429,6273,6132,52
2024-11-05T15:06:53.791288Z,Source_D,Table_4,6968,6513,6235,6189,55
2024-11-05T15:07:53.793048Z,Source_D,Table_4,7015,6513,6267,6150,59
2024-11-05T15:08:53.795190Z,Source_D,Table_4,6975,6472,6349,6132,50
2024-11-05T15:09:53.797482Z,Source_D,Table_4,6915,6527,6210,6235,60
2024-11-05T15:10:53.799503Z,Source_D,Table_4,6923,6529,6338,6181,58
2024-11-05T15:11:53.801325Z,Source_D,Table_4,6922,6474,6294,6234,52
2024-11-05T15:12:53.803407Z,Source_D,Table_4,6963,6436,6296,6213,56
2024-11-05T15:13:53.808226Z,Source_D,Table_4,7077,6412,6273,6239,56
2024-11-05T15:14:53.809415Z,Source_D,Table_4,6913,6470,6394,6103,50
2024-11-05T15:15:53.811458Z,Source_D,Table_4,7026,6529,6305,6295,56
2024-11-05T15:16:53.813477Z,Source_D,Table_4,6973,6551,6343,6145,56
2024-11-05T15:17:53.816493Z,Source_D,Table_4,6947,6584,6336,6267,53
2024-11-05T15:18:53.819256Z,Source_D,Table_4,7071,6552,6233,6163,60
2024-11-05T15:19:53.821547Z,Source_D,Table_4,6949,6409,6296,6271,57
2024-11-05T15:20:53.822953Z,Source_D,Table_4,6908,6495,6218,6259,50
2024-11-05T15:21:53.824859Z,Source_D,Table_4,7036,6593,6249,6207,56
2024-11-05T15:22:53.826780Z,Source_D,Table_4,6922,6436,6236,6246,55
2024-11-05T15:23:53.831232Z,Source_D,Table_4,7034,6408,6220,6153,50
2024-11-05T15:24:53.835730Z,Source_D,Table_4,7019,6596,6356,6249,55
2024-11-05T15:25:53.837821Z,Source_D,Table_4,7088,6477,6322,6150,54
2024-11-05T15:26:53.839168Z,Source_D,Table_4,6998,6418,6326,6173,52
2024-11-05T15:27:53.840938Z,Source_D,Table_4,7020,6456,6247,6162,55
2024-11-05T15:28:53.846949Z,Source_D,Table_4,7006,6404,6359,6162,56
2024-11-05T15:29:53.856830Z,Source_D,Table_4,6922,6575,6398,6185,59
2024-11-05T15:30:53.859150Z,Source_D,Table_4,6982,6572,6242,6267,51
2024-11-05T15:31:53.861627Z,Source_D,Table_4,6911,6482,6346,6246,53
2024-11-05T15:32:53.869448Z,Source_D,Table_4,6919,6487,6313,6272,59
2024-11-05T15:33:53.871001Z,Source_D,Table_4,6961,6470,6247,6132,55
2024-11-05T15:34:53.874357Z,Source_D,Table_4,7042,6518,6254,6151,57
2024-11-05T15:35:53.876231Z,Source_D,Table_4,6931,6447,6336,6182,56
2024-11-05T15:36:53.882017Z,Source_D,Table_4,7021,6469,6293,6136,50
2024-11-05T15:37:53.885414Z,Source_D,Table_4,6948,6505,6343,6239,60
2024-11-05T15:38:53.887519Z,Source_D,Table_4,7064,6531,6262,6181,52
2024-11-05T15:39:53.888954Z,Source_D,Table_4,7013,6599,6268,6131,56
2024-11-05T15:40:53.890963Z,Source_D,Table_4,7100,6588,6394,6298,60
2024-11-05T15:41:53.894847Z,Source_D,Table_4,7056,6484,6380,6218,60
2024-11-05T15:42:53.896477Z,Source_D,Table_4,7097,6410,6207,6234,58
2024-11-05T15:43:53.898021Z,Source_D,Table_4,7088,6492,6326,6284,54
2024-11-05T15:44:53.899997Z,Source_D,Table_4,7020,6553,6272,6154,58
2024-11-05T15:45:53.902470Z,Source_D,Table_4,6942,6517,6207,6216,57
2024-11-05T15:46:53.904136Z,Source_D,Table_4,7090,6585,6388,6282,58
2024-11-05T15:47:53.907964Z,Source_D,Table_4,7099,6472,6321,6196,55
2024-11-05T15:48:53.910756Z,Source_D,Table_4,6942,6568,6297,6210,52
2024-11-05T15:49:53.912966Z,Source_D,Table_4,7064,6408,6353,6267,60
2024-11-05T15:50:53.915575Z,Source_D,Table_4,6971,6512,6362,6285,54
2024-11-05T15:51:53.916643Z,Source_D,Table_4,7021,6404,6303,6103,56
2024-11-05T15:52:53.918288Z,Source_D,Table_4,6913,6491,6210,6132,60
2024-11-05T15:53:53.920443Z,Source_D,Table_4,6993,6431,6338,6162,52
2024-11-05T15:54:53.923638Z,Source_D,Table_4,7031,6590,6361,6206,55
2024-11-05T15:55:53.927127Z,Source_D,Table_4,6954,6410,6327,6100,56
2024-11-05T15:56:53.928774Z,Source_D,Table_4,6913,6511,6363,6287,55
2024-11-05T15:57:53.932987Z,Source_D,Table_4,6937,6456,6392,6233,60
2024-11-05T15:58:53.935088Z,Source_D,Table_4,7009,6593,6208,6109,59
2024-11-05T15:59:53.937787Z,Source_D,Table_4,6987,6516,6270,6120,53
2024-11-05T16:00:53.939002Z,Source_D,Table_4,6948,6441,6318,6124,59
2024-11-05T16:01:53.940999Z,Source_D,Table_4,6948,6400,6379,6117,53
2024-11-05T16:02:53.942495Z,Source_D,Table_4,6946,6538,6376,6157,54
2024-11-05T16:03:53.944847Z,Source_D,Table_4,7027,6436,6387,6196,51
2024-11-05T16:04:53.946067Z,Source_D,Table_4,7001,6553,6224,6156,59
2024-11-05T16:05:53.947334Z,Source_D,Table_4,7048,6534,6372,6189,57
2024-11-05T16:06:53.952303Z,Source_D,Table_4,7098,6490,6263,6174,52
2024-11-05T16:07:53.953865Z,Source_D,Table_4,7068,6474,6341,6101,54
2024-11-05T16:08:53.955290Z,Source_D,Table_4,6935,6599,6329,6191,57
2024-11-05T16:09:53.957733Z,Source_D,Table_4,6909,6582,6205,6181,60
2024-11-05T16:10:53.959564Z,Source_D,Table_4,6999,6455,6309,6203,59
2024-11-05T16:11:53.960991Z,Source_D,Table_4,6916,6529,6397,6287,51
2024-11-05T16:12:53.963427Z,Source_D,Table_4,7074,6535,6245,6283,57
2024-11-05T16:13:53.965316Z,Source_D,Table_4,6975,6549,6339,6202,51
2024-11-05T16:14:53.967103Z,Source_D,Table_4,7047,6440,6203,6143,51
2024-11-05T16:15:53.970572Z,Source_D,Table_4,7062,6474,6383,6127,51
2024-11-05T16:16:53.971778Z,Source_D,Table_4,7054,6426,6358,6125,51
2024-11-05T16:17:53.974988Z,Source_D,Table_4,7011,6447,6256,6138,58
2024-11-05T16:18:53.977537Z,Source_D,Table_4,7003,6517,6326,6115,55
2024-11-05T16:21:19.615021Z,Source_D,Table_4,7024,6594,6346,6118,50
2024-11-05T16:22:19.616478Z,Source_D,Table_4,7021,6532,6282,6259,50
2024-11-05T16:23:19.617655Z,Source_D,Table_4,6980,6543,6271,6104,60
2024-11-05T16:24:19.621323Z,Source_D,Table_4,6970,6464,6271,6285,54
2024-11-05T16:25:19.622915Z,Source_D,Table_4,7095,6567,6267,6256,50
2024-11-05T16:26:19.624269Z,Source_D,Table_4,6974,6473,6220,6205,57
2024-11-05T16:27:19.626112Z,Source_D,Table_4,6992,6554,6205,6104,52
2024-11-05T16:28:19.629340Z,Source_D,Table_4,6943,6487,6304,6250,53
2024-11-05T16:29:19.632021Z,Source_D,Table_4,6960,6596,6385,6192,59
2024-11-05T16:30:19.633111Z,Source_D,Table_4,6960,6502,6280,6127,52
2024-11-05T16:31:19.635852Z,Source_D,Table_4,7065,6412,6320,6207,53
2024-11-05T16:32:19.637885Z,Source_D,Table_4,7042,6402,6228,6205,53
2024-11-05T16:33:19.642383Z,Source_D,Table_4,6945,6422,6324,6246,53
2024-11-05T16:34:19.643700Z,Source_D,Table_4,7049,6430,6290,6240,59
2024-11-05T16:35:19.648811Z,Source_D,Table_4,7044,6429,6206,6106,55
2024-11-05T16:36:19.652213Z,Source_D,Table_4,6902,6420,6337,6265,59
2024-11-05T16:37:19.653421Z,Source_D,Table_4,6921,6579,6335,6155,58
2024-11-05T16:38:19.655326Z,Source_D,Table_4,6978,6441,6357,6237,59
2024-11-05T16:39:19.657174Z,Source_D,Table_4,6996,6533,6307,6201,52
2024-11-05T16:40:19.659644Z,Source_D,Table_4,7078,6469,6343,6151,59
2024-11-05T16:41:19.660900Z,Source_D,Table_4,7010,6430,6308,6201,58
2024-11-05T16:42:19.662708Z,Source_D,Table_4,7015,6451,6308,6205,58
2024-11-05T16:43:19.664440Z,Source_D,Table_4,6959,6401,6344,6237,55
2024-11-05T16:44:19.665644Z,Source_D,Table_4,6981,6507,6307,6111,55
2024-11-05T16:45:19.667920Z,Source_D,Table_4,6904,6491,6376,6282,50
2024-11-05T16:46:19.669258Z,Source_D,Table_4,7013,6576,6261,6168,55
2024-11-05T16:47:19.671730Z,Source_D,Table_4,6962,6484,6280,6172,55
2024-11-05T16:48:19.675189Z,Source_D,Table_4,6924,6478,6323,6226,53
2024-11-05T16:49:19.676809Z,Source_D,Table_4,7066,6430,6207,6191,58
2024-11-05T16:50:19.678464Z,Source_D,Table_4,7057,6556,6364,6214,54
2024-11-05T16:51:19.679532Z,Source_D,Table_4,7068,6575,6390,6247,52
